customer_id,churn_contrib_usage_deterioration,churn_contrib_sentiment_support,churn_contrib_payment_stress,churn_contrib_commercial_contraction,churn_contrib_discount_pressure,churn_contrib_renewal_exposure,churn_contrib_history_tenure,revenue_quality_risk_contrib_pricing_realization,revenue_quality_risk_contrib_discount_discipline,revenue_quality_risk_contrib_retention_momentum,revenue_quality_risk_contrib_account_health_quality,revenue_quality_risk_contrib_stability_governance,discount_contrib_discount_level,discount_contrib_discount_persistence,discount_contrib_discounted_expansion_pressure,discount_contrib_price_realization_erosion,discount_contrib_policy_signal,expansion_risk_contrib_healthy_expansion_mix,expansion_risk_contrib_fragility_control,expansion_risk_contrib_expansion_discount_discipline,expansion_risk_contrib_expansion_payment_quality,expansion_risk_contrib_post_expansion_durability,governance_contrib_churn_risk,governance_contrib_revenue_quality_risk,governance_contrib_discount_dependency,governance_contrib_expansion_fragility,governance_contrib_exposure_concentration,governance_contrib_renewal_urgency
CUST000013,0.0,0.0,0.07238285714285714,0.0,0.013776000000000004,0.05859325131921927,0.0,0.22402759234534936,0.06992000000000001,0.09,0.03810633333333333,0.02529662565960963,0.13984000000000002,0.0,0.0,0.04458325386229261,0.0,0.35,0.0,0.0,0.0,0.0,0.04632,0.080523,0.027663,0.04712433333333334,0.09712811275490077,0.026796625659609635
CUST000014,0.051625,0.0,0.045714285714285714,0.0,0.019992000000000003,0.0,0.0,0.24914390069529596,0.09064000000000001,0.09,0.06640644444444443,0.0071010543213495874,0.18128000000000002,0.0,0.0,0.055347386012269725,0.0,0.35,0.0,0.0,0.0,0.0,0.037545600000000005,0.0905922,0.0354945,0.050820000000000004,0.11386424065490147,0.0
CUST000015,0.0511875,0.0,0.07047428571428571,0.0,0.006359999999999999,0.0,0.0,0.1941860623848201,0.0452,0.04713428571428571,0.06938233333333335,0.007926818181818186,0.0904,0.0,0.0,0.031794026736351504,0.0,0.0,0.0,0.041188291869509785,0.009999999999999998,0.0,0.0409664,0.0654894,0.018328499999999998,0.005119,0.09908323860237415,0.0
CUST000016,0.02340625,0.0,0.07428571428571429,0.0,0.0,0.0,0.034999999999999996,0.3,0.0,0.09,0.0408917777777778,0.05768181818181818,0.0,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.0424608,0.135,0.0225,0.046962333333333335,0.0,0.0
CUST000017,0.020781249999999998,0.0,0.055240000000000004,0.0,0.056085333333333334,0.0,0.0,0.2647651663405088,0.09984,0.09,0.01611166666666666,0.008587608331003638,0.19968,0.17857142857142858,0.0,0.06204221414593236,0.0,0.35,0.0,0.0,0.0,0.0,0.042275200000000006,0.086274,0.0660435,0.045000000000000005,0.09152731658286807,0.0
CUST000018,0.0,0.0,0.041902857142857144,0.0,0.010488000000000004,0.0,0.0,0.21367521367521364,0.05896000000000001,0.09,0.012221666666666665,0.007097680097680093,0.11792000000000002,0.0,0.0,0.04014652014652016,0.0,0.35,0.0,0.0,0.0,0.0,0.0167648,0.06875099999999999,0.023710500000000002,0.045000000000000005,0.08084632898966314,0.0
CUST000019,0.0,0.01125,0.06285714285714286,0.0,0.007176000000000002,0.05725,0.0,0.19321673795606525,0.04792000000000001,0.025714285714285714,0.018333333333333337,0.024624999999999998,0.09584000000000002,0.0,0.0,0.03137860198117085,0.0,0.058333333333333355,0.0,0.04047867461407595,0.014666666666666661,0.0,0.0443296,0.05576579999999998,0.019083,0.011347999999999999,0.14571694324162648,0.026125
CUST000020,0.0,0.033749999999999995,0.045714285714285714,0.0,0.020832000000000003,0.0,0.0,0.2567653456542532,0.09344000000000002,0.09,0.01333333333333333,0.010155466754673237,0.18688000000000005,0.0,0.0,0.05861371956610854,0.0,0.35,0.0,0.0,0.0,0.0,0.032096,0.08346419999999999,0.036823499999999995,0.045000000000000005,0.14280038403356127,0.0
CUST000021,0.0,0.0,0.08000000000000002,0.0,0.0,0.0,0.0,0.133872534389668,0.0,0.09,0.02333333333333334,0.007500000000000007,0.0,0.0,0.0,0.005945371881286315,0.0,0.35,0.0,0.0,0.0,0.0,0.0256,0.04584780000000001,0.0008924999999999998,0.045000000000000005,0.0841659910244017,0.0
CUST000022,0.060484375,0.0,0.07047428571428571,0.0,0.0,0.0,0.034999999999999996,0.3,0.0,0.09,0.035320333333333356,0.05768181818181818,0.0,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.0531072,0.135,0.0225,0.046845666666666674,0.0,0.0
CUST000023,0.0,0.0,0.08000000000000002,0.057443999999999995,0.0,0.0,0.0,0.14104988003771585,0.0052799999999999965,0.09476000000000001,0.02333333333333334,0.0073749999999999875,0.010559999999999993,0.0,0.0,0.009021377159021104,0.05,0.0,0.0,0.0007499143126540764,0.016000000000000004,0.0,0.0439808,0.048924,0.010437,0.0016749999999999975,0.11023556449274555,0.0
CUST000024,0.0,0.01125,0.05142857142857143,0.0,0.0,0.0,0.0,0.16253009206592867,0.022320000000000007,0.06858,0.014999999999999993,0.006625000000000003,0.04464000000000001,0.0,0.0,0.018227182313969453,0.0,0.0,0.0,0.02913804674599936,0.0,0.0,0.020057600000000002,0.0495108,0.0094305,0.0029140000000000017,0.14089889192618724,0.0
CUST000025,0.0,0.0,0.10285714285714286,0.0,0.0,0.0605,0.0,0.03261362835600039,0.0,0.06858,0.05646088888888892,0.026249999999999996,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.036,0.0,0.052275199999999994,0.033102,0.0,0.0386,0.08624354659666082,0.027749999999999997
CUST000026,0.0875,0.0,0.10285714285714286,0.0,0.07218400000000001,0.062013771507801276,0.0,0.3,0.13128000000000004,0.09,0.052357777777777795,0.034006885753900644,0.26256000000000007,0.25,0.0,0.07889431406520712,0.05,0.35,0.0,0.0,0.0,0.0,0.103856,0.1093752,0.0962175,0.04700333333333334,0.08463937333413102,0.028506885753900636
CUST000027,0.05840624999999999,0.0,0.10475999999999999,0.0,0.03278400000000001,0.0,0.034999999999999996,0.3,0.13328000000000004,0.09,0.0671138888888889,0.05768181818181818,0.2665600000000001,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.073904,0.135,0.062484,0.04838900000000001,0.0,0.0
CUST000028,0.0,0.0,0.10095428571428573,0.0,0.0,0.0,0.034999999999999996,0.3,0.0,0.09,0.029445000000000013,0.05768181818181818,0.0,0.0,0.0,0.15,0.05,0.35,0.0,0.0,0.0,0.0,0.04350400000000001,0.135,0.03,0.045000000000000005,0.0,0.0
CUST000029,0.0,0.0,0.09714285714285714,0.0,0.064624,0.05842345261198709,0.0,0.2821355022929826,0.10608000000000001,0.025714285714285714,0.02833333333333332,0.03221172630599355,0.21216000000000002,0.25,0.15,0.06948664383984972,0.05,0.35,0.2,0.10281611594723068,0.017333333333333336,0.0,0.0704608,0.0854046,0.1097475,0.067015,0.10592258696292628,0.02671172630599354
CUST000030,0.07032812499999999,0.0,0.08000000000000002,0.0,0.0,0.0,0.0,0.15158412635935975,0.00928,0.043251428571428566,0.034551999999999986,0.008250000000000002,0.01856,0.0,0.0,0.013536054154011348,0.0,0.0,0.0,0.016767226628306788,0.016000000000000004,0.0,0.0481056,0.04444559999999998,0.004814999999999999,0.003277000000000001,0.10551233418998798,0.0
CUST000031,0.01136107142857144,0.021616636363636362,0.09142857142857143,0.0,0.008184000000000004,0.0,0.0,0.20407920792079198,0.05128000000000002,0.09,0.14858333333333335,0.012447091744888773,0.10256000000000004,0.0,0.0,0.03603394625176802,0.0,0.35,0.0,0.0,0.0,0.0,0.0424288,0.0911502,0.020788499999999998,0.054149,0.08871034635042548,0.0
CUST000032,0.0,0.0,0.055240000000000004,0.0,0.006911999999999998,0.05500000000000001,0.0,0.18995200596957557,0.04704,0.09,0.01611166666666666,0.0235,0.09408,0.0,0.0,0.029979431129818126,0.0,0.35,0.0,0.0,0.0,0.0,0.037488,0.06598799999999999,0.018609,0.045000000000000005,0.10728439760010194,0.025
CUST000033,0.0,0.0,0.04761714285714286,0.0,0.0063840000000000025,0.056499999999999995,0.0,0.188013812993321,0.045280000000000015,0.04713428571428571,0.013888333333333325,0.024250000000000008,0.09056000000000003,0.0,0.0,0.029148776997137617,0.0,0.13124999999999998,0.0,0.0435300336108325,0.038000000000000006,0.0,0.03536,0.0573426,0.0179565,0.021278000000000005,0.09949011785288643,0.025750000000000002
CUST000034,0.0,0.0,0.08000000000000002,0.0,0.0,0.0,0.034999999999999996,0.3,0.0,0.09,0.023538666666666666,0.05768181818181818,0.0,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.0368,0.135,0.0225,0.045025666666666665,0.0,0.0
CUST000035,0.0,0.0,0.07047428571428571,0.0,0.065008,0.059967472479699406,0.0,0.2677230735789587,0.10736,0.06858,0.020555000000000014,0.0329837362398497,0.21472,0.25,0.15,0.06330988867669661,0.05,0.35,0.2,0.09822276046599483,0.0,0.0,0.062544,0.08949599999999999,0.1092045,0.064822,0.1142219430873497,0.0274837362398497
CUST000036,0.0,0.0,0.08381142857142858,0.0,0.012047999999999998,0.0,0.0,0.2202384105960264,0.06416,0.09,0.02444500000000001,0.008519560075685896,0.12832,0.0,0.0,0.04295931882686848,0.0,0.35,0.0,0.0,0.0,0.0,0.0306752,0.07332479999999998,0.025691999999999996,0.045000000000000005,0.08451093503085347,0.0
CUST000037,0.0,0.0,0.09333142857142857,0.0,0.0,0.05800000000000001,0.0,0.1346877956480605,0.005200000000000005,0.09,0.09440100000000001,0.025,0.01040000000000001,0.0,0.0,0.006294769563454523,0.05,0.35,0.0,0.0,0.0,0.0,0.0484256,0.0628722,0.0100035,0.05094100000000001,0.0861397378239468,0.026500000000000003
CUST000038,0.0,0.0,0.032382857142857144,0.0,0.013872000000000004,0.0,0.0,0.22781440781440793,0.07024000000000001,0.09,0.009444999999999993,0.007198674341531486,0.14048000000000002,0.0,0.0,0.04620617477760343,0.0,0.35,0.0,0.0,0.0,0.0,0.0148,0.072846,0.028003499999999997,0.045000000000000005,0.08246796761106819,0.0
CUST000039,0.0875,0.0,0.08190285714285715,0.0,0.0,0.0,0.034999999999999996,0.3,0.022480000000000014,0.09,0.044062777777777784,0.05768181818181818,0.04496000000000003,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.06540800000000001,0.135,0.029244,0.04720233333333334,0.0,0.0
CUST000040,0.0459375,0.0074981250000000004,0.045714285714285714,0.0,0.0,0.0,0.0,0.16345898887592808,0.018799999999999997,0.09,0.015645333333333334,0.007250000000000001,0.037599999999999995,0.0,0.0,0.018625280946826344,0.0,0.35,0.0,0.0,0.0,0.0,0.031728,0.053127,0.0084345,0.045289,0.13445493158070423,0.0
CUST000041,0.007109374999999999,0.0,0.09714285714285714,0.02499,0.0,0.0,0.0,0.12447086186845828,0.0,0.11618,0.02833333333333332,0.00724999999999999,0.0,0.0,0.0,0.001916083657910723,0.0,0.35,0.0,0.0,0.0,0.0,0.0413568,0.049721400000000006,0.000288,0.047380000000000005,0.08166039952799252,0.0
CUST000042,0.0,0.0,0.08952571428571429,0.0,0.008928000000000004,0.0,0.0,0.20721259540152642,0.05376000000000001,0.09,0.056346111111111125,0.007551518538582325,0.10752000000000002,0.0,0.0,0.03737682660065421,0.0,0.35,0.0,0.0,0.0,0.0,0.031504000000000004,0.0746766,0.021735,0.04759766666666668,0.09930987960752134,0.0
CUST000043,0.036203124999999996,0.0,0.11618857142857142,0.0,0.0,0.0,0.0,0.15515096241539866,0.012159999999999994,0.09,0.08813477777777777,0.008875,0.024319999999999987,0.0,0.0,0.015064698178028024,0.0,0.35,0.0,0.0,0.0,0.0,0.0487648,0.0637776,0.005907,0.049566666666666676,0.09930987960752134,0.0
CUST000044,0.0,0.0,0.09524000000000002,0.0,0.0,0.05975,0.0,0.14128459173214897,0.007760000000000012,0.09,0.03178633333333334,0.025874999999999995,0.015520000000000023,0.0,0.0,0.009121967885206727,0.0,0.35,0.0,0.0,0.0,0.0,0.0495968,0.05340780000000001,0.0036959999999999996,0.045501,0.09224460549596253,0.027374999999999997
CUST000045,0.0,0.0,0.06285714285714286,0.0,0.0,0.05999999999999999,0.0,0.05505936907187518,0.0,0.06858,0.029221333333333346,0.025999999999999992,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.012,0.0,0.0393152,0.032194799999999996,0.0,0.0362,0.08628540138029699,0.027499999999999997
CUST000046,0.0,0.0,0.08761714285714287,0.0,0.065848,0.0,0.0,0.2775140947616023,0.11016,0.06858,0.05112033333333335,0.014928672105440022,0.22032,0.25,0.15,0.0675060406121153,0.05,0.35,0.2,0.10703191256714006,0.0,0.0,0.0491104,0.094014,0.1106745,0.065703,0.0997262067813766,0.0
CUST000047,0.0,0.0,0.09142857142857143,0.0,0.014544000000000005,0.0,0.034999999999999996,0.3,0.07248000000000002,0.09,0.02666666666666666,0.05768181818181818,0.14496000000000003,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.045110399999999995,0.135,0.044244,0.045000000000000005,0.0,0.0
CUST000048,0.062671875,0.0,0.04381142857142857,0.0,0.0,0.05725,0.0,0.019999999999999962,0.0,0.09,0.027258333333333364,0.024624999999999998,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.052393600000000005,0.029138400000000002,0.0,0.046810000000000004,0.09152731658286807,0.026125
CUST000049,0.0,0.0,0.07618857142857144,0.04498799999999999,0.0,0.0,0.0,0.10259550338241134,0.0,0.09476000000000001,0.03222166666666668,0.007500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007999999999999997,0.0,0.0387776,0.042674399999999994,0.0,0.0007999999999999973,0.0854161372417826,0.0
CUST000050,0.0,0.0,0.05333142857142858,0.0,0.009960000000000004,0.058662735205552166,0.0075,0.21140014584852587,0.05720000000000001,0.09,0.026907000000000014,0.02533136760277609,0.11440000000000002,0.0,0.0,0.0391714910779397,0.0,0.35,0.0,0.0,0.0,0.0,0.041424,0.07395120000000001,0.023035499999999997,0.04641900000000001,0.10080855065279351,0.02683136760277608
CUST000051,0.0,0.025262999999999997,0.10475999999999999,0.0,0.025223999999999996,0.0,0.034999999999999996,0.3,0.10808000000000001,0.09,0.13802944444444445,0.05768181818181818,0.21616000000000002,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.06088,0.135,0.054923999999999994,0.051972333333333336,0.0,0.0
CUST000052,0.0,0.025925454545454543,0.07047428571428571,0.0,0.0,0.06036363636363637,0.0,0.1679467746889241,0.022320000000000007,0.09,0.1338572222222222,0.026181818181818185,0.04464000000000001,0.0,0.0,0.02054861772382464,0.0,0.35,0.0,0.0,0.0,0.0,0.050163200000000005,0.07925579999999999,0.009778499999999999,0.05263333333333334,0.11207045348946386,0.027681818181818182
CUST000053,0.0,0.0,0.04381142857142857,0.0,0.0,0.057749999999999996,0.0,0.09447365390454039,0.0,0.09,0.012778333333333336,0.024874999999999994,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.032499200000000006,0.03998339999999999,0.0,0.045000000000000005,0.11950150284151434,0.026374999999999996
CUST000054,0.007024642857142848,0.02632063636363636,0.09904571428571429,0.0,0.08850400000000001,0.0,0.034999999999999996,0.3,0.18568000000000004,0.09,0.1521472222222222,0.05768181818181818,0.3713600000000001,0.25,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.08188480000000001,0.1413918,0.11570399999999999,0.053837666666666666,0.0,0.0
CUST000055,0.0,0.0,0.07428571428571429,0.0,0.017928000000000003,0.0,0.0,0.24617574492313526,0.08376000000000001,0.06858,0.02869866666666665,0.007329772523927003,0.16752000000000003,0.0,0.0,0.05407531925277228,0.05,0.35,0.0,0.07583439524984406,0.0,0.0,0.0295072,0.0782172,0.04074,0.042583,0.10281341932677718,0.0
CUST000056,0.0875,0.0,0.08761714285714287,0.0,0.0,0.0,0.0,0.11383267028817216,0.0,0.09,0.030282999999999973,0.007750000000000002,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0560384,0.043536599999999995,0.0,0.045591000000000007,0.09856407239069999,0.0
CUST000057,0.08776464285714286,0.01708063636363636,0.05333142857142858,0.0,0.09872800000000001,0.0,0.0,0.3,0.2,0.06858,0.12740233333333337,0.01901988007147003,0.4,0.25,0.15,0.1263114567734753,0.05,0.35,0.2,0.1962315136405094,0.012,0.0,0.082208,0.12869999999999998,0.1464465,0.07582300000000002,0.11952899418557715,0.0
CUST000058,0.0,0.0,0.10095428571428573,0.0,0.009216000000000004,0.05925,0.0,0.19767449793203423,0.05472000000000002,0.09,0.06292366666666667,0.025625,0.10944000000000004,0.0,0.0,0.03328907054230041,0.0,0.35,0.0,0.0,0.0,0.0,0.0542144,0.07756919999999999,0.021409499999999998,0.048432333333333334,0.09776528929025158,0.027124999999999996
CUST000059,0.0,0.0,0.06857142857142857,0.0,0.0,0.0,0.005,0.11184011352885519,0.0,0.09,0.03987466666666666,0.006999999999999996,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.023542399999999998,0.04476779999999999,0.0,0.04748433333333334,0.0861397378239468,0.0
CUST000060,0.0,0.0,0.12381142857142857,0.0,0.0,0.0,0.0,0.06465050647583521,0.0,0.09,0.04317833333333337,0.008124999999999993,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0396192,0.037071,0.0,0.04588333333333333,0.0911012054587433,0.0
CUST000061,0.0,0.0,0.08381142857142858,0.0,0.023351999999999998,0.0,0.0,0.26726190476190476,0.10184,0.09,0.04918833333333335,0.00848044217687075,0.20368,0.0,0.0,0.0631122448979592,0.0,0.35,0.0,0.0,0.0,0.0,0.0342912,0.09301859999999999,0.04001849999999999,0.047831,0.08604563474694968,0.0
CUST000062,0.0,0.0,0.05142857142857143,0.0,0.0,0.0,0.0,0.0935571112828944,0.0,0.06858,0.01847466666666664,0.007625000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164576,0.033883199999999995,0.0,0.0,0.09744710134454809,0.0
CUST000063,0.171359375,0.10875187499999998,0.10857142857142857,0.046158,0.1,0.09368506707299105,0.0,0.3,0.2,0.09476000000000001,0.18166666666666667,0.04984253353649553,0.4,0.25,0.15,0.14352518729841998,0.05,0.35,0.2,0.2,0.016000000000000004,0.0,0.20112960000000002,0.1487286,0.14902949999999998,0.0766,0.10194683138805072,0.04434253353649553
CUST000064,0.0,0.0,0.10666857142857145,0.0,0.01716,0.0,0.0,0.24143748239365764,0.08120000000000001,0.06858,0.08248611111111111,0.008921125742340885,0.16240000000000002,0.0,0.0,0.05204463531156759,0.05,0.35,0.2,0.072469717091231,0.019999999999999997,0.0,0.0396256,0.0868716,0.039666,0.064247,0.08847753924678815,0.0
CUST000065,0.0,0.0,0.017142857142857144,0.02499,0.016848000000000002,0.0,0.0,0.23897452244917977,0.08016000000000001,0.11618,0.0050000000000000044,0.006653389446065561,0.16032000000000002,0.0,0.0,0.0509890810496485,0.0,0.35,0.0,0.0,0.0,0.0,0.0188736,0.0804546,0.031696499999999996,0.047380000000000005,0.08562252110651247,0.0
CUST000066,0.0875,0.0,0.05142857142857143,0.0,0.0036000000000000034,0.05675,0.0,0.16910679261685893,0.03600000000000001,0.06858,0.014999999999999993,0.024375000000000004,0.07200000000000002,0.0,0.0,0.021045768264368152,0.05,0.0,0.0,0.027359180687637142,0.007999999999999997,0.0,0.06376960000000001,0.056350799999999986,0.0214575,0.003536000000000002,0.12305398393897443,0.025875
CUST000067,0.0,0.0,0.10666857142857145,0.0,0.07638400000000001,0.0,0.0,0.3,0.14528,0.09,0.031111666666666673,0.016368676807527374,0.29056,0.25,0.0,0.0864063227373562,0.05,0.35,0.0,0.0,0.0,0.0,0.058575999999999996,0.10489680000000001,0.10154550000000001,0.045000000000000005,0.08993203662001575,0.0
CUST000068,0.0,0.0,0.032382857142857144,0.0,0.0031920000000000013,0.0,0.0025,0.17924784217016027,0.034640000000000004,0.03857142857142857,0.049800333333333335,0.006625000000000003,0.06928000000000001,0.0,0.0,0.02539193235864014,0.0,0.35,0.0,0.028034172978685847,0.012,0.0,0.0121824,0.055598400000000006,0.0142005,0.039003,0.09830390677821971,0.0
CUST000069,0.0063437499999999996,0.0,0.08381142857142858,0.0,0.0,0.0,0.0,0.08038315988647123,0.0,0.09,0.06521677777777779,0.008374999999999988,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0288512,0.043914600000000005,0.0,0.04909566666666667,0.0861397378239468,0.0
CUST000070,0.01008892857142858,0.036706090909090903,0.12,0.0,0.0,0.06173454545454546,0.0,0.14292537313432835,0.002320000000000011,0.09,0.16848111111111114,0.02686727272727273,0.00464,0.0,0.0,0.009825159914712174,0.0,0.35,0.0,0.0,0.0,0.0,0.0731296,0.0775062,0.0021705,0.05405766666666667,0.08279011342752343,0.028367272727272727
CUST000071,0.0,0.0,0.041902857142857144,0.05000999999999999,0.0,0.0,0.0,0.1186477762048888,0.0,0.12097142857142856,0.012221666666666665,0.00724999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006904053917117237,0.012,0.15,0.029411200000000002,0.0466362,0.0,0.016269000000000006,0.12428879929773545,0.0
CUST000072,0.0875,0.0,0.04857142857142857,0.0,0.015288000000000003,0.0,0.01,0.23368038740920088,0.07496000000000001,0.09,0.06061777777777775,0.0073655741957800005,0.14992000000000003,0.0,0.0,0.04872016603251469,0.0,0.35,0.0,0.0,0.0,0.0,0.0516352,0.0839916,0.029796,0.049058333333333336,0.09261695077021771,0.0
CUST000073,0.0,0.0,0.11238285714285717,0.0,0.011088000000000006,0.0,0.0025,0.21623999999999993,0.060960000000000014,0.09,0.061222777777777786,0.008365999999999997,0.12192000000000003,0.0,0.0,0.04124571428571429,0.0,0.35,0.0,0.0,0.0,0.0,0.0403104,0.0786222,0.0244755,0.04837666666666667,0.07859571309890383,0.0
CUST000074,0.0036093749999999997,0.001873125000000001,0.026668571428571427,0.0,0.0,0.05775,0.0,0.13814260248435511,0.0,0.06858,0.0077783333333333315,0.024874999999999994,0.0,0.0,0.0,0.007775401064723646,0.0,0.0,0.0,0.0,0.016000000000000004,0.0,0.028768000000000002,0.043088400000000006,0.001167,0.0015999999999999947,0.14222345801433708,0.026375
CUST000075,0.0,0.0,0.06285714285714286,0.0,0.0,0.0,0.034999999999999996,0.3,0.0,0.09,0.028048000000000007,0.05768181818181818,0.0,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.0313152,0.135,0.0225,0.046214333333333336,0.0,0.0
