experiment_id,assignment_id,customer_id,assignment_month,assignment_group,intervention_type,account_manager_id,segment,risk_band,pre_risk_score,baseline_mrr,intervention_cost,assignment_probability,end_mrr,churn_within_followup,outcome_month,logo_retained,gross_retained_mrr,gross_mrr_retention,net_mrr_retention
retention_outreach_2025q4,ASG-05afc14efea1d825,CUST001676,2025-11-01,control,no_action_control,AM0019,SMB,B1,23.500606,736.85,0.0,0.5,736.85,0,2026-02-01,1,736.85,1.0,1.0
retention_outreach_2025q4,ASG-05b78a4d32a8e6a9,CUST002673,2025-11-01,control,no_action_control,AM0033,Mid-Market,B2,25.52505,3388.69,0.0,0.5,3388.69,0,2026-02-01,1,3388.69,1.0,1.0
retention_outreach_2025q4,ASG-05dd0f823e700161,CUST003971,2025-11-01,treatment,success_plan_outreach,AM0001,SMB,B2,26.215973,485.54,350.0,0.5,485.54,0,2026-02-01,1,485.54,1.0,1.0
retention_outreach_2025q4,ASG-05e1ddc7982648df,CUST004196,2025-11-01,control,no_action_control,AM0034,Enterprise,B2,21.132712,16338.2,0.0,0.5,16338.2,0,2026-02-01,1,16338.2,1.0,1.0
retention_outreach_2025q4,ASG-05ed2041cc159e03,CUST001936,2025-11-01,control,no_action_control,AM0004,SMB,B2,28.202862,314.5,0.0,0.5,314.5,0,2026-02-01,1,314.5,1.0,1.0
retention_outreach_2025q4,ASG-06274940a333fd2c,CUST000833,2025-11-01,control,no_action_control,AM0028,SMB,B3,33.542555,917.61,0.0,0.5,917.61,0,2026-02-01,1,917.61,1.0,1.0
retention_outreach_2025q4,ASG-06607feb3270acd1,CUST003810,2025-11-01,treatment,success_plan_outreach,AM0009,SMB,B3,31.846925,348.26,350.0,0.5,366.39,0,2026-02-01,1,348.26,1.0,1.0520588066387182
retention_outreach_2025q4,ASG-06d87bd6bb55b4f1,CUST003430,2025-11-01,control,no_action_control,AM0013,SMB,B1,18.845008,1192.25,0.0,0.5,1192.25,0,2026-02-01,1,1192.25,1.0,1.0
retention_outreach_2025q4,ASG-06e77363b28e3659,CUST001587,2025-11-01,treatment,success_plan_outreach,AM0014,Enterprise,B2,20.612321,11286.02,2500.0,0.5,11286.02,0,2026-02-01,1,11286.02,1.0,1.0
retention_outreach_2025q4,ASG-06ec9abe12143377,CUST002455,2025-11-01,treatment,success_plan_outreach,AM0026,Enterprise,B2,20.318761,15000.93,2500.0,0.5,15000.93,0,2026-02-01,1,15000.93,1.0,1.0
retention_outreach_2025q4,ASG-06f25741ab252073,CUST003628,2025-11-01,control,no_action_control,AM0011,SMB,B3,31.84418,613.2,0.0,0.5,613.2,0,2026-02-01,1,613.2,1.0,1.0
retention_outreach_2025q4,ASG-06f337c0de343802,CUST004484,2025-11-01,treatment,success_plan_outreach,AM0029,SMB,B4,37.841847,462.5,350.0,0.5,462.5,0,2026-02-01,1,462.5,1.0,1.0
retention_outreach_2025q4,ASG-06f5970176eedc7f,CUST000844,2025-11-01,control,no_action_control,AM0014,Enterprise,B1,17.672888,6075.0,0.0,0.5,6483.82,0,2026-02-01,1,6075.0,1.0,1.0672954732510287
retention_outreach_2025q4,ASG-070366f98aa3adca,CUST000968,2025-11-01,treatment,success_plan_outreach,AM0018,SMB,B1,20.213917,1081.67,350.0,0.5,1081.67,0,2026-02-01,1,1081.67,1.0,1.0
retention_outreach_2025q4,ASG-077595d94cf937c6,CUST002783,2025-11-01,treatment,success_plan_outreach,AM0036,SMB,B1,18.749313,170.07,350.0,0.5,170.07,0,2026-02-01,1,170.07,1.0,1.0
retention_outreach_2025q4,ASG-0822564ffc3848d4,CUST001513,2025-11-01,treatment,success_plan_outreach,AM0028,SMB,B1,21.129501,926.25,350.0,0.5,926.25,0,2026-02-01,1,926.25,1.0,1.0
retention_outreach_2025q4,ASG-0834c8502382dd2a,CUST001178,2025-11-01,treatment,success_plan_outreach,AM0005,SMB,B2,29.723872,474.84,350.0,0.5,474.84,0,2026-02-01,1,474.84,1.0,1.0
retention_outreach_2025q4,ASG-08439e5bdcc55d3b,CUST001996,2025-11-01,treatment,success_plan_outreach,AM0032,Mid-Market,B4,45.186985,1500.39,900.0,0.5,1586.26,0,2026-02-01,1,1500.39,1.0,1.057231786402202
retention_outreach_2025q4,ASG-085a5f0993a33a1f,CUST003307,2025-11-01,treatment,success_plan_outreach,AM0036,Mid-Market,B3,29.575727,1149.01,900.0,0.5,1149.01,0,2026-02-01,1,1149.01,1.0,1.0
retention_outreach_2025q4,ASG-085f82e43a497431,CUST001879,2025-11-01,treatment,success_plan_outreach,AM0006,Mid-Market,B3,30.670433,2752.29,900.0,0.5,2752.29,0,2026-02-01,1,2752.29,1.0,1.0
retention_outreach_2025q4,ASG-08732420fca758a4,CUST003211,2025-11-01,treatment,success_plan_outreach,AM0029,SMB,B3,31.302414,250.0,350.0,0.5,250.0,0,2026-02-01,1,250.0,1.0,1.0
retention_outreach_2025q4,ASG-087a18f0c8f7a14d,CUST002552,2025-11-01,control,no_action_control,AM0007,Mid-Market,B1,21.685114,2208.72,0.0,0.5,2208.72,0,2026-02-01,1,2208.72,1.0,1.0
retention_outreach_2025q4,ASG-08cca294b5a8a0c6,CUST004023,2025-11-01,control,no_action_control,AM0022,Enterprise,B4,39.258536,40339.56,0.0,0.5,0.0,1,2026-02-01,0,0.0,0.0,0.0
retention_outreach_2025q4,ASG-08e9c6489edf2015,CUST004407,2025-11-01,treatment,success_plan_outreach,AM0032,Mid-Market,B2,27.04844,938.12,900.0,0.5,938.12,0,2026-02-01,1,938.12,1.0,1.0
retention_outreach_2025q4,ASG-090e7baadc37fb7a,CUST001142,2025-11-01,treatment,success_plan_outreach,AM0006,Mid-Market,B3,30.654512,4450.93,900.0,0.5,4450.93,0,2026-02-01,1,4450.93,1.0,1.0
retention_outreach_2025q4,ASG-0912a1ab4d608cac,CUST002127,2025-11-01,treatment,success_plan_outreach,AM0013,Mid-Market,B2,27.068549,1488.05,900.0,0.5,1488.05,0,2026-02-01,1,1488.05,1.0,1.0
retention_outreach_2025q4,ASG-092e528d242b026a,CUST002740,2025-11-01,control,no_action_control,AM0010,SMB,B2,28.858148,375.2,0.0,0.5,375.2,0,2026-02-01,1,375.2,1.0,1.0
retention_outreach_2025q4,ASG-093608a52ab5ff9f,CUST002847,2025-11-01,control,no_action_control,AM0036,Mid-Market,B1,18.978078,1001.26,0.0,0.5,1001.26,0,2026-02-01,1,1001.26,1.0,1.0
retention_outreach_2025q4,ASG-095b96f8e10dddb3,CUST003059,2025-11-01,control,no_action_control,AM0032,SMB,B2,28.435989,747.83,0.0,0.5,0.0,1,2026-02-01,0,0.0,0.0,0.0
retention_outreach_2025q4,ASG-09794e6f39e53a14,CUST000107,2025-11-01,treatment,success_plan_outreach,AM0028,SMB,B4,42.961632,611.15,350.0,0.5,611.15,0,2026-02-01,1,611.15,1.0,1.0
retention_outreach_2025q4,ASG-09b44dd059eb63ac,CUST000679,2025-11-01,control,no_action_control,AM0039,SMB,B4,57.986083,600.57,0.0,0.5,600.57,0,2026-02-01,1,600.57,1.0,1.0
retention_outreach_2025q4,ASG-09ba987762c2c40f,CUST002962,2025-11-01,treatment,success_plan_outreach,AM0019,SMB,B4,37.253342,401.17,350.0,0.5,401.17,0,2026-02-01,1,401.17,1.0,1.0
retention_outreach_2025q4,ASG-0a37281abaa1d76e,CUST000171,2025-11-01,treatment,success_plan_outreach,AM0028,SMB,B3,33.987578,1041.65,350.0,0.5,1041.65,0,2026-02-01,1,1041.65,1.0,1.0
retention_outreach_2025q4,ASG-0a45ff0850746bd3,CUST001780,2025-11-01,control,no_action_control,AM0037,SMB,B3,31.615764,904.36,0.0,0.5,904.36,0,2026-02-01,1,904.36,1.0,1.0
retention_outreach_2025q4,ASG-0ae256428d6c5e1b,CUST001005,2025-11-01,control,no_action_control,AM0040,Mid-Market,B3,29.638026,3042.0,0.0,0.5,3042.0,0,2026-02-01,1,3042.0,1.0,1.0
retention_outreach_2025q4,ASG-0ae7acdf85e4a472,CUST002502,2025-11-01,control,no_action_control,AM0010,SMB,B3,32.3213,613.2,0.0,0.5,613.2,0,2026-02-01,1,613.2,1.0,1.0
retention_outreach_2025q4,ASG-0aec1e6f1094326e,CUST002532,2025-11-01,control,no_action_control,AM0033,SMB,B1,20.96921,725.27,0.0,0.5,725.27,0,2026-02-01,1,725.27,1.0,1.0
retention_outreach_2025q4,ASG-0b11f5af07c671ee,CUST000377,2025-11-01,treatment,success_plan_outreach,AM0008,SMB,B1,23.944216,466.25,350.0,0.5,466.25,0,2026-02-01,1,466.25,1.0,1.0
retention_outreach_2025q4,ASG-0b18fa4f80ec019d,CUST001753,2025-11-01,treatment,success_plan_outreach,AM0015,Enterprise,B1,18.349479,7658.69,2500.0,0.5,7658.69,0,2026-02-01,1,7658.69,1.0,1.0
retention_outreach_2025q4,ASG-0b24fcd38a9328d8,CUST000683,2025-11-01,control,no_action_control,AM0004,Mid-Market,B2,26.275809,1028.9,0.0,0.5,1028.9,0,2026-02-01,1,1028.9,1.0,1.0
retention_outreach_2025q4,ASG-0b2e8504f6aba60d,CUST000482,2025-11-01,control,no_action_control,AM0035,SMB,B2,26.187997,440.65,0.0,0.5,440.65,0,2026-02-01,1,440.65,1.0,1.0
retention_outreach_2025q4,ASG-0b57dd2be9e869c6,CUST002920,2025-11-01,treatment,success_plan_outreach,AM0012,SMB,B3,31.247394,337.81,350.0,0.5,337.81,0,2026-02-01,1,337.81,1.0,1.0
retention_outreach_2025q4,ASG-0b64399274905c1f,CUST004315,2025-11-01,treatment,success_plan_outreach,AM0001,SMB,B3,33.553683,470.4,350.0,0.5,470.4,0,2026-02-01,1,470.4,1.0,1.0
retention_outreach_2025q4,ASG-0b7d0a23c134deed,CUST001204,2025-11-01,treatment,success_plan_outreach,AM0030,Mid-Market,B2,25.121462,1434.5,900.0,0.5,1434.5,0,2026-02-01,1,1434.5,1.0,1.0
retention_outreach_2025q4,ASG-0b7e3dc75a79e01b,CUST001668,2025-11-01,treatment,success_plan_outreach,AM0038,SMB,B3,34.090361,471.64,350.0,0.5,0.0,1,2026-02-01,0,0.0,0.0,0.0
retention_outreach_2025q4,ASG-0b85804cdf843304,CUST000464,2025-11-01,control,no_action_control,AM0016,SMB,B4,36.928157,250.0,0.0,0.5,250.0,0,2026-02-01,1,250.0,1.0,1.0
retention_outreach_2025q4,ASG-0b902e9f05c1de31,CUST000976,2025-11-01,control,no_action_control,AM0025,SMB,B4,36.159504,327.6,0.0,0.5,327.6,0,2026-02-01,1,327.6,1.0,1.0
retention_outreach_2025q4,ASG-0b9f5194e6917f59,CUST003009,2025-11-01,treatment,success_plan_outreach,AM0015,SMB,B4,49.710752,762.99,350.0,0.5,762.99,0,2026-02-01,1,762.99,1.0,1.0
retention_outreach_2025q4,ASG-0bce4086af22dbaf,CUST004017,2025-11-01,control,no_action_control,AM0022,Mid-Market,B1,20.946361,1396.49,0.0,0.5,1396.49,0,2026-02-01,1,1396.49,1.0,1.0
retention_outreach_2025q4,ASG-0c0aa2215c900d26,CUST000762,2025-11-01,treatment,success_plan_outreach,AM0014,Mid-Market,B4,34.555797,990.38,900.0,0.5,799.49,0,2026-02-01,1,799.49,0.8072558008037319,0.8072558008037319
retention_outreach_2025q4,ASG-0c0e1584fa2419c8,CUST001371,2025-11-01,treatment,success_plan_outreach,AM0034,SMB,B3,32.386738,335.0,350.0,0.5,335.0,0,2026-02-01,1,335.0,1.0,1.0
retention_outreach_2025q4,ASG-0c0eae69208f233e,CUST000946,2025-11-01,treatment,success_plan_outreach,AM0008,SMB,B4,40.078893,1029.91,350.0,0.5,1029.91,0,2026-02-01,1,1029.91,1.0,1.0
retention_outreach_2025q4,ASG-0c2cbda78e140472,CUST003719,2025-11-01,treatment,success_plan_outreach,AM0020,SMB,B3,30.688519,413.23,350.0,0.5,413.23,0,2026-02-01,1,413.23,1.0,1.0
retention_outreach_2025q4,ASG-0c8727c21626307b,CUST002397,2025-11-01,control,no_action_control,AM0029,SMB,B1,22.648869,272.74,0.0,0.5,272.74,0,2026-02-01,1,272.74,1.0,1.0
retention_outreach_2025q4,ASG-0cb7b13314fe1733,CUST001809,2025-11-01,treatment,success_plan_outreach,AM0023,Enterprise,B3,25.920086,6915.23,2500.0,0.5,6915.23,0,2026-02-01,1,6915.23,1.0,1.0
retention_outreach_2025q4,ASG-0cb8c264d9a51735,CUST001583,2025-11-01,treatment,success_plan_outreach,AM0025,Mid-Market,B2,27.647515,1550.06,900.0,0.5,1550.06,0,2026-02-01,1,1550.06,1.0,1.0
retention_outreach_2025q4,ASG-0d0c5b0882cdb545,CUST002381,2025-11-01,treatment,success_plan_outreach,AM0030,SMB,B4,35.151837,1010.85,350.0,0.5,1010.85,0,2026-02-01,1,1010.85,1.0,1.0
retention_outreach_2025q4,ASG-0db082c3faab111f,CUST001553,2025-11-01,control,no_action_control,AM0040,Mid-Market,B4,33.021546,1585.55,0.0,0.5,1180.23,0,2026-02-01,1,1180.23,0.744366308221122,0.744366308221122
retention_outreach_2025q4,ASG-0ddf6b02f24eb8f0,CUST001683,2025-11-01,treatment,success_plan_outreach,AM0009,SMB,B4,35.161224,420.0,350.0,0.5,420.0,0,2026-02-01,1,420.0,1.0,1.0
retention_outreach_2025q4,ASG-0df3df80441cd40f,CUST004158,2025-11-01,treatment,success_plan_outreach,AM0040,Mid-Market,B1,21.820555,2920.44,900.0,0.5,2920.44,0,2026-02-01,1,2920.44,1.0,1.0
retention_outreach_2025q4,ASG-0dfa064d9f6b45ff,CUST001640,2025-11-01,control,no_action_control,AM0038,SMB,B4,68.948788,1217.56,0.0,0.5,1217.56,0,2026-02-01,1,1217.56,1.0,1.0
retention_outreach_2025q4,ASG-0e35945d9249bf4e,CUST000492,2025-11-01,treatment,success_plan_outreach,AM0026,SMB,B2,29.57443,813.5,350.0,0.5,813.5,0,2026-02-01,1,813.5,1.0,1.0
retention_outreach_2025q4,ASG-0e4b9517a1520017,CUST001539,2025-11-01,control,no_action_control,AM0040,Enterprise,B4,32.268907,23047.39,0.0,0.5,24662.22,0,2026-02-01,1,23047.39,1.0,1.070065634329961
retention_outreach_2025q4,ASG-0e7cbaa7c17034ee,CUST001915,2025-11-01,control,no_action_control,AM0030,Mid-Market,B4,63.093116,1008.48,0.0,0.5,1139.88,0,2026-02-01,1,1008.48,1.0,1.1302950975725845
retention_outreach_2025q4,ASG-0ea58456f660e9e2,CUST001801,2025-11-01,treatment,success_plan_outreach,AM0036,Mid-Market,B1,19.211461,2589.17,900.0,0.5,0.0,1,2026-02-01,0,0.0,0.0,0.0
retention_outreach_2025q4,ASG-0eb5fb0a200ee5d0,CUST000808,2025-11-01,control,no_action_control,AM0009,SMB,B2,28.855588,926.25,0.0,0.5,926.25,0,2026-02-01,1,926.25,1.0,1.0
retention_outreach_2025q4,ASG-0ec11445152c1ebe,CUST002458,2025-11-01,control,no_action_control,AM0040,SMB,B2,24.430393,295.5,0.0,0.5,295.5,1,2026-02-01,1,295.5,1.0,1.0
retention_outreach_2025q4,ASG-0ed0d65b10f574ed,CUST002091,2025-11-01,treatment,success_plan_outreach,AM0005,SMB,B3,30.298435,1006.37,350.0,0.5,1006.37,0,2026-02-01,1,1006.37,1.0,1.0
retention_outreach_2025q4,ASG-0f1b0f7c3cee7524,CUST000119,2025-11-01,control,no_action_control,AM0005,Mid-Market,B4,45.714411,2854.9,0.0,0.5,2854.9,0,2026-02-01,1,2854.9,1.0,1.0
retention_outreach_2025q4,ASG-0f1c7abb08e7efea,CUST004177,2025-11-01,treatment,success_plan_outreach,AM0036,Mid-Market,B2,27.559389,2775.28,900.0,0.5,2775.28,0,2026-02-01,1,2775.28,1.0,1.0
retention_outreach_2025q4,ASG-0f312882dd2beaf1,CUST004473,2025-11-01,treatment,success_plan_outreach,AM0007,Mid-Market,B1,18.680716,2026.31,900.0,0.5,2026.31,0,2026-02-01,1,2026.31,1.0,1.0
retention_outreach_2025q4,ASG-0f6290d9fbaa80d1,CUST003691,2025-11-01,treatment,success_plan_outreach,AM0008,Enterprise,B1,19.087928,10242.05,2500.0,0.5,10242.05,0,2026-02-01,1,10242.05,1.0,1.0
retention_outreach_2025q4,ASG-0f7706c11f1e4fe7,CUST001800,2025-11-01,control,no_action_control,AM0015,SMB,B1,22.834797,518.0,0.0,0.5,518.0,0,2026-02-01,1,518.0,1.0,1.0
retention_outreach_2025q4,ASG-0f966c8e4ed0186b,CUST004323,2025-11-01,treatment,success_plan_outreach,AM0034,Mid-Market,B1,17.990605,2715.78,900.0,0.5,2715.78,0,2026-02-01,1,2715.78,1.0,1.0
retention_outreach_2025q4,ASG-0fd57f70869509f5,CUST001181,2025-11-01,control,no_action_control,AM0024,SMB,B2,26.540521,751.38,0.0,0.5,838.7,0,2026-02-01,1,751.38,1.0,1.1162128350501743
retention_outreach_2025q4,ASG-100f52798c98677b,CUST002202,2025-11-01,treatment,success_plan_outreach,AM0018,SMB,B1,19.248437,647.62,350.0,0.5,780.92,0,2026-02-01,1,647.62,1.0,1.2058305796609121
retention_outreach_2025q4,ASG-102a6eee959c0451,CUST004125,2025-11-01,control,no_action_control,AM0037,SMB,B3,32.25795,1179.99,0.0,0.5,1179.99,0,2026-02-01,1,1179.99,1.0,1.0
retention_outreach_2025q4,ASG-104d7a20f0176925,CUST000313,2025-11-01,treatment,success_plan_outreach,AM0012,Enterprise,B4,31.943737,34138.4,2500.0,0.5,34138.4,0,2026-02-01,1,34138.4,1.0,1.0
