origin_month,target_month,horizon_month,training_months,actual_mrr,p05,p10,p50,p90,p95,error,absolute_error,absolute_percentage_error,covered_80,covered_90
2024-10-01,2025-02-01,4,18,7647206.26,7583299.605183322,7637174.053939482,7810975.309911416,7975080.486685721,8023179.709391371,163769.04991141614,163769.04991141614,0.02141553978582188,1,1
2024-10-01,2025-03-01,5,18,7866843.44,7741199.904788821,7802878.195751205,8025225.77309466,8214253.255309169,8272648.910410436,158382.33309465926,158382.33309465926,0.02013289501724967,1,1
2024-10-01,2025-04-01,6,18,8017540.1,7903755.33247727,7968077.319362966,8235501.63643213,8467515.282272998,8537307.22121045,217961.53643213026,217961.53643213026,0.027185587314010475,1,1
2024-11-01,2024-12-01,1,18,7301048.12,7309953.254219395,7350346.354701582,7408687.487253651,7461475.54734839,7510744.75000005,107639.36725365091,107639.36725365091,0.014743002029912784,0,0
2024-11-01,2025-01-01,2,18,7510605.94,7458042.011371897,7498278.902739592,7617082.821730636,7694046.134805013,7714586.776936795,106476.88173063565,106476.88173063565,0.014176869693503803,1,1
2024-11-01,2025-02-01,3,18,7647206.26,7637125.664734878,7679813.224635123,7824527.796946715,7933323.866489975,7965780.996686047,177321.53694671486,177321.53694671486,0.023187753921876674,0,1
2024-11-01,2025-03-01,4,18,7866843.44,7790885.234518879,7847423.422223819,8026934.130213904,8188384.376851639,8232683.556070552,160090.69021390378,160090.69021390378,0.02035005417800761,1,1
2024-11-01,2025-04-01,5,18,8017540.1,7947391.106032003,8009259.783694476,8232721.631847672,8431847.867390856,8480975.168398064,215181.53184767254,215181.53184767254,0.026838846973484116,1,1
2024-11-01,2025-05-01,6,18,8260283.44,8105860.356199285,8184408.734939732,8445812.041383274,8688005.980540771,8747775.915451437,185528.6013832735,185528.6013832735,0.022460319035162973,1,1
2024-12-01,2025-01-01,1,18,7510605.94,7379611.545819011,7415354.420871571,7485401.578129327,7541218.188743683,7590105.4473904725,-25204.361870673485,25204.361870673485,0.0033558360100401545,1,1
2024-12-01,2025-02-01,2,18,7647206.26,7513123.98519838,7551222.814797233,7684175.019358647,7749907.855072403,7768749.4441348035,36968.75935864728,36968.75935864728,0.004834283018102781,1,1
2024-12-01,2025-03-01,3,18,7866843.44,7656555.795836417,7696247.455694807,7848930.915597146,7961582.5166355055,7988002.052435825,-17912.524402854033,17912.524402854033,0.0022769646478250027,1,1
2024-12-01,2025-04-01,4,18,8017540.1,7780407.333741132,7831922.331372697,8027454.242790026,8196427.364526361,8240566.509705448,9914.142790026031,9914.142790026031,0.0012365566827693237,1,1
2024-12-01,2025-05-01,5,18,8260283.44,7913466.700231824,7971095.942830527,8213420.597205149,8410318.951966353,8457840.692071391,-46862.8427948514,46862.8427948514,0.005673272973651301,1,1
2024-12-01,2025-06-01,6,18,8357830.75,8017194.495123249,8095714.362080601,8381781.749370899,8621185.214491328,8679498.015137244,23950.99937089905,23950.99937089905,0.0028656956676107676,1,1
2025-01-01,2025-02-01,1,18,7647206.26,7571571.374741962,7617899.93646574,7690140.479628729,7740343.859012585,7772391.562589073,42934.219628728926,42934.219628728926,0.005614366628673741,1,1
2025-01-01,2025-03-01,2,18,7866843.44,7683661.675855757,7723620.235392779,7860194.844029382,7929780.836145997,7948798.494097132,-6648.595970618539,6648.595970618539,0.0008451415134071281,1,1
2025-01-01,2025-04-01,3,18,8017540.1,7814323.362760965,7864513.802860245,8019573.351635892,8129985.369330759,8152951.045780863,2033.2516358923167,2033.2516358923167,0.0002536004323685661,1,1
2025-01-01,2025-05-01,4,18,8260283.44,7926708.943387459,7989164.842537053,8180967.664342282,8346403.546712259,8383988.587451798,-79315.77565771807,79315.77565771807,0.009602064654783573,1,1
2025-01-01,2025-06-01,5,18,8357830.75,8021213.150775725,8092029.423359994,8335136.0894949455,8530319.09697041,8574073.987813078,-22694.66050505452,22694.66050505452,0.0027153768943041254,1,1
2025-01-01,2025-07-01,6,18,8511727.11,8117467.7930620685,8198677.713750701,8487532.098966915,8722570.80593062,8775109.311252844,-24195.011033084244,24195.011033084244,0.002842550133527982,1,1
2025-02-01,2025-03-01,1,18,7866843.44,7718307.828466215,7738586.949972389,7838941.626991293,7884650.696523718,7894785.323064276,-27901.813008707017,27901.813008707017,0.0035467609367737735,1,1
2025-02-01,2025-04-01,2,18,8017540.1,7859129.261652494,7897813.500463409,8030450.422758842,8100655.265893253,8116527.23216602,12910.32275884226,12910.32275884226,0.0016102598300496507,1,1
2025-02-01,2025-05-01,3,18,8260283.44,8007728.596258985,8051542.259698582,8202514.673890058,8320176.746227688,8341955.863811488,-57768.76610994246,57768.76610994246,0.006993557367559588,1,1
2025-02-01,2025-06-01,4,18,8357830.75,8137455.25058593,8190664.483617171,8387991.644892197,8536182.72360431,8575757.051476851,30160.894892197102,30160.894892197102,0.0036086989309034646,1,1
2025-02-01,2025-07-01,5,18,8511727.11,8265514.188490567,8335045.598434078,8573040.89966392,8761636.190639142,8806144.611454278,61313.78966392018,61313.78966392018,0.00720344870923854,1,1
2025-02-01,2025-08-01,6,18,8734303.33,8383636.859702465,8465164.11339601,8751567.243484078,8989495.463962447,9040892.548501773,17263.9134840779,17263.9134840779,0.0019765644530321,1,1
2025-03-01,2025-04-01,1,18,8017540.1,7934851.806637889,7959064.364150853,8061604.394388465,8104720.184916125,8115984.805708045,44064.29438846558,44064.29438846558,0.005495986778845744,1,1
2025-03-01,2025-05-01,2,18,8260283.44,8072865.572181188,8113361.359274806,8242657.3547493275,8320746.057622259,8336755.952713497,-17626.085250672884,17626.085250672884,0.0021338354039184015,1,1
2025-03-01,2025-06-01,3,18,8357830.75,8221322.770281348,8264675.841795263,8412589.199515078,8539325.3257835,8562359.053427467,54758.44951507822,54758.44951507822,0.00655175381663217,1,1
2025-03-01,2025-07-01,4,18,8511727.11,8344698.071631451,8401637.964890156,8596002.00157583,8765385.976653216,8801863.41347327,84274.89157583006,84274.89157583006,0.00990103306728663,1,1
2025-03-01,2025-08-01,5,18,8734303.33,8466297.69496758,8530829.144751877,8769990.20994706,8983977.943182634,9029957.55415952,35686.87994706072,35686.87994706072,0.004085830157110048,1,1
2025-03-01,2025-09-01,6,18,8915423.65,8588805.143023103,8659703.591801139,8947557.9069266,9205008.665960342,9258805.231176391,32134.25692659989,32134.25692659989,0.003604344357387872,1,1
2025-04-01,2025-05-01,1,18,8260283.44,8090718.225217156,8111828.124211258,8212003.609488165,8261264.708747044,8273091.317056496,-48279.830511835404,48279.830511835404,0.005844815236973926,1,1
2025-04-01,2025-06-01,2,18,8357830.75,8237055.370711725,8273601.294401242,8402589.121324493,8484961.40708693,8505671.841411863,44758.37132449262,44758.37132449262,0.005355261749526648,1,1
2025-04-01,2025-07-01,3,18,8511727.11,8397582.842776475,8435005.85465297,8591883.537051188,8714534.57746506,8742843.329136405,80156.42705118842,80156.42705118842,0.009417175388179055,1,1
2025-04-01,2025-08-01,4,18,8734303.33,8534637.61454935,8586990.54121155,8773718.229358092,8944317.073129192,8982417.92811596,39414.899358091876,39414.899358091876,0.004512655202013906,1,1
2025-04-01,2025-09-01,5,18,8915423.65,8666284.914781049,8724583.60261897,8958735.048697311,9175198.256184328,9225633.226648634,43311.39869731106,43311.39869731106,0.004858030352524084,1,1
2025-04-01,2025-10-01,6,18,9110998.16,8792535.506353393,8871235.44480418,9153554.45705357,9407427.227903059,9472047.042816818,42556.29705356993,42556.29705356993,0.004670870996374993,1,1
2025-05-01,2025-06-01,1,18,8357830.75,8344893.232046248,8371287.673415607,8476167.901240055,8521029.071650948,8535698.699231142,118337.15124005452,118337.15124005452,0.014158835561494772,0,1
2025-05-01,2025-07-01,2,18,8511727.11,8535898.459605807,8568211.365306892,8678770.607343383,8763346.506638523,8784063.247864608,167043.49734338373,167043.49734338373,0.019625100192313817,0,0
2025-05-01,2025-08-01,3,18,8734303.33,8712862.130671011,8746447.480679426,8891497.747023918,9013710.371295603,9044874.587674735,157194.41702391766,157194.41702391766,0.017997361791179934,0,1
2025-05-01,2025-09-01,4,18,8915423.65,8856905.894173779,8908195.624901531,9095709.792779675,9266502.390468683,9304753.8082484,180286.14277967438,180286.14277967438,0.020221825664972676,1,1
2025-05-01,2025-10-01,5,18,9110998.16,9019981.21442081,9090310.13030392,9311790.064989295,9522673.76404843,9572476.412970163,200791.9049892947,200791.9049892947,0.022038409125229665,1,1
2025-05-01,2025-11-01,6,18,9284966.95,9195702.42360214,9244104.484231627,9532651.233029021,9784790.20298136,9850855.84442456,247684.2830290217,247684.2830290217,0.026675838951588482,1,1
2025-06-01,2025-07-01,1,18,8511727.11,8426199.397822287,8457594.996817764,8523489.904586956,8564688.234010987,8574327.401624711,11762.794586956501,11762.794586956501,0.0013819515634067951,1,1
2025-06-01,2025-08-01,2,18,8734303.33,8595032.15191981,8612456.09743048,8682136.947684145,8736430.27351335,8749676.121069983,-52166.38231585547,52166.38231585547,0.005972586518340608,1,1
2025-06-01,2025-09-01,3,18,8915423.65,8710574.15539596,8737925.543868179,8830484.95686296,8914134.672135206,8940038.026133368,-84938.69313704036,84938.69313704036,0.009527162866460121,0,1
2025-06-01,2025-10-01,4,18,9110998.16,8811582.362907026,8851462.376296362,8977000.52611316,9096293.072069634,9128095.441798544,-133997.6338868402,133997.6338868402,0.01470723970455068,0,1
2025-06-01,2025-11-01,5,18,9284966.95,8935702.217755608,8980902.85153167,9122500.483677235,9261005.754680261,9301081.462811086,-162466.46632276475,162466.46632276475,0.01749779694399071,0,1
2025-06-01,2025-12-01,6,18,9378031.68,9028893.754519276,9077420.950068887,9258172.105689906,9424935.693162173,9477805.950781696,-119859.57431009412,119859.57431009412,0.012780888186346383,1,1
2025-07-01,2025-08-01,1,18,8734303.33,8566593.171344696,8600337.725032993,8661594.302519124,8714769.838987548,8732705.814869525,-72709.02748087607,72709.02748087607,0.008324536569635723,0,0
2025-07-01,2025-09-01,2,18,8915423.65,8706255.204898702,8727698.965208657,8798685.530222747,8854328.87700689,8872667.071920669,-116738.1197772529,116738.1197772529,0.013093950928204392,0,0
2025-07-01,2025-10-01,3,18,9110998.16,8801256.72344079,8826695.192955514,8922718.263933048,9017696.26424297,9052222.755837275,-188279.8960669525,188279.8960669525,0.020665122828534572,0,0
2025-07-01,2025-11-01,4,18,9284966.95,8884052.502240872,8922908.539065847,9053004.978000753,9175165.57488033,9213772.21200195,-231961.97199924663,231961.97199924663,0.02498253071318112,0,0
2025-07-01,2025-12-01,5,18,9378031.68,8969416.32577181,9011456.347106688,9163425.217580944,9311518.37592593,9356076.852516461,-214606.4624190554,214606.4624190554,0.02288395579604775,0,0
2025-07-01,2026-01-01,6,18,9559910.09,9030709.885436678,9085296.700532826,9270393.17789862,9445597.8602212,9503276.84961984,-289516.9121013805,289516.9121013805,0.03028448064634262,0,0
2025-08-01,2025-09-01,1,18,8915423.65,8796289.626081813,8819887.661152216,8901265.782920375,8948171.644774616,8961110.828984315,-14157.867079624906,14157.867079624906,0.0015880195530164072,1,1
2025-08-01,2025-10-01,2,18,9110998.16,8946995.914009947,8967368.395838207,9050880.42273442,9106200.554430515,9120215.16526332,-60117.7372655794,60117.7372655794,0.006598370036942187,0,1
2025-08-01,2025-11-01,3,18,9284966.95,9069017.200085422,9101775.663870437,9199079.660006106,9294375.322076129,9321752.9183928,-85887.28999389336,85887.28999389336,0.009250144933891591,1,1
2025-08-01,2025-12-01,4,18,9378031.68,9175729.521455685,9212663.488316396,9349097.253075548,9476496.534738248,9514397.243102646,-28934.426924452186,28934.426924452186,0.003085341136793023,1,1
2025-08-01,2026-01-01,5,18,9559910.09,9276412.90402233,9326816.659337766,9484610.31955751,9628049.152152114,9674014.092206094,-75299.77044248953,75299.77044248953,0.007876619103484637,1,1
2025-08-01,2026-02-01,6,18,9523589.88,9384340.254527917,9428178.509133967,9625076.494141614,9805154.665545054,9856948.231651133,101486.61414161325,101486.61414161325,0.010656340247781988,1,1
2025-09-01,2025-10-01,1,18,9110998.16,8975282.224288061,9001681.546670917,9082953.222738843,9134618.8922314,9147015.140125992,-28044.937261156738,28044.937261156738,0.0030781410300665386,1,1
2025-09-01,2025-11-01,2,18,9284966.95,9126089.488434587,9151965.697447218,9245491.058274064,9304224.552255344,9318062.681709873,-39475.89172593504,39475.89172593504,0.004251592056117663,1,1
2025-09-01,2025-12-01,3,18,9378031.68,9251606.269070268,9286318.364157023,9397295.091758274,9498690.052038183,9523602.827172026,19263.41175827384,19263.41175827384,0.0020540996677752576,1,1
2025-09-01,2026-01-01,4,18,9559910.09,9357425.540377188,9396620.10162765,9541083.17348358,9685688.375740184,9722250.608600514,-18826.9165164195,18826.9165164195,0.001969361253314831,1,1
2025-09-01,2026-02-01,5,18,9523589.88,9476716.479846664,9523374.167959012,9694713.815680806,9859817.743011277,9904079.842855554,171123.93568080477,171123.93568080477,0.01796842764514391,1,1
2025-10-01,2025-11-01,1,18,9284966.95,9165639.777553182,9188452.786953043,9281709.728941955,9330487.310726795,9343037.137047108,-3257.2210580445826,3257.2210580445826,0.00035080588607206434,1,1
2025-10-01,2025-12-01,2,18,9378031.68,9300045.248426426,9335405.761160078,9433991.403732698,9499973.838585652,9517721.169029564,55959.72373269871,55959.72373269871,0.005967107559685564,1,1
2025-10-01,2026-01-01,3,18,9559910.09,9421160.143016886,9456352.846936693,9581361.670972854,9694230.609461822,9723717.848232958,21451.580972854048,21451.580972854048,0.0022439103266560165,1,1
2025-10-01,2026-02-01,4,18,9523589.88,9507349.606614273,9557228.309183272,9729397.900466144,9876480.386385564,9917935.376207065,205808.02046614327,205808.02046614327,0.021610340539584768,0,1
2025-11-01,2025-12-01,1,18,9378031.68,9339385.734996555,9362290.537613072,9459727.023967039,9512055.72180974,9521657.91008973,81695.34396703914,81695.34396703914,0.008711352952802048,1,1
2025-11-01,2026-01-01,2,18,9559910.09,9491003.008049203,9516944.022653798,9624393.181303326,9688532.945110423,9704503.846269678,64483.09130332619,64483.09130332619,0.006745156669493969,1,1
2025-11-01,2026-02-01,3,18,9523589.88,9612425.299246984,9649434.07673396,9773981.213252807,9887830.199743908,9915290.653383814,250391.33325280622,250391.33325280622,0.02629169634642081,0,0
2025-12-01,2026-01-01,1,18,9559910.09,9416472.229206674,9443289.43801709,9539326.800408479,9591967.002703046,9605251.023214808,-20583.289591521025,20583.289591521025,0.002153084014153215,1,1
2025-12-01,2026-02-01,2,18,9523589.88,9548528.376128012,9573575.45849655,9677698.585112683,9752823.976618346,9770187.515116446,154108.70511268266,154108.70511268266,0.016181787230917868,0,0
2026-01-01,2026-02-01,1,18,9523589.88,9604160.300129125,9626334.426769525,9725955.805287741,9775323.94104753,9788977.109531356,202365.9252877403,202365.9252877403,0.021248912210375472,0,0
