cohort_month,segment,region,month_number,active_customers,retained_revenue,gross_retention_rate,net_retention_rate
2023-03-01,Enterprise,EMEA,15,61,566865.0,0.9488994703787242,1.0377879943381498
2023-03-01,Enterprise,EMEA,16,61,565342.03,0.9488994703787242,1.0349998172911683
2023-03-01,Enterprise,EMEA,17,61,569624.48,0.9488994703787242,1.0428399118398763
2023-03-01,Enterprise,EMEA,18,61,574744.81,0.9499382927467083,1.052213955044254
2023-03-01,Enterprise,EMEA,19,60,567769.98,0.9334578829048024,1.03944478630646
2023-03-01,Enterprise,EMEA,20,60,572354.37,0.9334578829048024,1.0478376574545532
2023-03-01,Enterprise,EMEA,21,60,574653.24,0.9287625954671952,1.0520463132836204
2023-03-01,Enterprise,EMEA,22,60,577810.04,0.9334578829048024,1.057825624302164
2023-03-01,Enterprise,EMEA,23,60,573506.4,0.9298244852828585,1.049946736164859
2023-03-01,Enterprise,EMEA,24,60,576550.22,0.9298244852828585,1.0555192090692123
2023-03-01,Enterprise,EMEA,25,60,575085.63,0.9290860340371541,1.0528379111964776
2023-03-01,Enterprise,EMEA,26,60,578467.89,0.9290860340371541,1.0590299830684933
2023-03-01,Enterprise,EMEA,27,59,569729.55,0.9120454147516107,1.0430322687230236
2023-03-01,Enterprise,EMEA,28,59,571633.23,0.9113970363968441,1.0465174305323812
2023-03-01,Enterprise,EMEA,29,59,570502.07,0.9065137675681498,1.0444465595707315
2023-03-01,Enterprise,EMEA,30,59,573652.82,0.9057022877122928,1.0502147945528895
2023-03-01,Enterprise,EMEA,31,59,576165.91,0.9050091109095333,1.0548156336074992
2023-03-01,Enterprise,EMEA,32,59,580881.82,0.9086425085314771,1.0634492849713673
2023-03-01,Enterprise,EMEA,33,59,589208.22,0.9092908868862438,1.0786928402377132
2023-03-01,Enterprise,EMEA,34,59,593576.33,0.9092908868862438,1.0866897568156435
2023-03-01,Enterprise,EMEA,35,59,595991.86,0.9099349446714452,1.0911119879182227
2023-03-01,Enterprise,LATAM,0,34,329675.81,1.0,1.0
2023-03-01,Enterprise,LATAM,1,34,333786.94,1.0,1.01247022036588
2023-03-01,Enterprise,LATAM,2,34,337370.12,0.9933620850131528,1.0233390190199274
2023-03-01,Enterprise,LATAM,3,34,342612.83,0.9958797098276637,1.0392416416600296
2023-03-01,Enterprise,LATAM,4,34,346390.04,0.9958797098276637,1.0506989881969198
2023-03-01,Enterprise,LATAM,5,34,346243.91,0.9911549773700412,1.0502557345654204
2023-03-01,Enterprise,LATAM,6,34,346385.04,0.9877312502849389,1.0506838217823746
2023-03-01,Enterprise,LATAM,7,34,347838.52,0.9877312502849389,1.0550926378250198
2023-03-01,Enterprise,LATAM,8,34,353629.68,0.9877312502849389,1.07265886447659
2023-03-01,Enterprise,LATAM,9,33,353608.7,0.9729513063151343,1.072595226201158
2023-03-01,Enterprise,LATAM,10,33,354286.64,0.9729513063151343,1.074651610016519
2023-03-01,Enterprise,LATAM,11,33,359449.16000000003,0.9729513063151343,1.0903109937001445
2023-03-01,Enterprise,LATAM,12,32,337149.83,0.8953174635409253,1.022670817127893
2023-03-01,Enterprise,LATAM,13,32,338360.34,0.8989892828351587,1.0263426364221264
2023-03-01,Enterprise,LATAM,14,32,336071.63,0.8973853434985114,1.019400331495356
2023-03-01,Enterprise,LATAM,15,32,338518.48,0.8973853434985114,1.0268223197813633
2023-03-01,Enterprise,LATAM,16,32,339025.57,0.8973853434985114,1.0283604672117133
2023-03-01,Enterprise,LATAM,17,32,348509.19,0.8990252575704599,1.0571269696736318
2023-03-01,Enterprise,LATAM,18,32,348910.27,0.8990252575704599,1.0583435587827934
2023-03-01,Enterprise,LATAM,19,32,348910.27,0.8990252575704599,1.0583435587827934
2023-03-01,Enterprise,LATAM,20,32,351183.82,0.8990252575704599,1.0652398791406625
2023-03-01,Enterprise,LATAM,21,32,350597.55,0.8921175017360237,1.0634615563695742
2023-03-01,Enterprise,LATAM,22,32,355097.55,0.8921175017360237,1.077111329460296
2023-03-01,Enterprise,LATAM,23,32,354572.45,0.8941513179265412,1.0755185526047544
2023-03-01,Enterprise,LATAM,24,32,362031.75,0.8941513179265412,1.0981447198082261
2023-03-01,Enterprise,LATAM,25,32,358056.25,0.8925649412979375,1.0860859036033004
2023-03-01,Enterprise,LATAM,26,32,357294.49,0.8925649412979375,1.083775270014503
2023-03-01,Enterprise,LATAM,27,32,358916.89999999997,0.8925649412979375,1.0886964985389738
2023-03-01,Enterprise,LATAM,28,32,353033.01,0.8698072509475293,1.0708489955632474
2023-03-01,Enterprise,LATAM,29,32,351824.34,0.8665843878566644,1.067182757509567
2023-03-01,Enterprise,LATAM,30,32,358189.18,0.8730164945981326,1.0864891179004004
2023-03-01,Enterprise,LATAM,31,32,352972.08,0.8729431194845627,1.0706641776355992
2023-03-01,Enterprise,LATAM,32,32,350419.5,0.8683888575264287,1.062921480347618
2023-03-01,Enterprise,LATAM,33,31,332514.11,0.7911919288224393,1.0086093668807548
2023-03-01,Enterprise,LATAM,34,31,330864.84,0.7905178120287322,1.0036066643773471
2023-03-01,Enterprise,LATAM,35,30,317831.01,0.765007842097969,0.9640713705988924
2023-03-01,Enterprise,North America,0,94,936842.0,1.0,1.0
2023-03-01,Enterprise,North America,1,94,941554.97,0.9962827990205392,1.0050306988798539
2023-03-01,Enterprise,North America,2,93,922568.72,0.973574391412853,0.9847644746926376
2023-03-01,Enterprise,North America,3,92,899851.11,0.9434134571251075,0.9605153376983525
2023-03-01,Enterprise,North America,4,92,902491.09,0.941582860290209,0.9633332941947521
2023-03-01,Enterprise,North America,5,91,892745.5700000001,0.9305879006278539,0.9529307716776149
2023-03-01,Enterprise,North America,6,90,884413.37,0.9216939782802223,0.9440368493299831
2023-03-01,Enterprise,North America,7,90,877339.14,0.9143938999318989,0.9364857040995174
2023-03-01,Enterprise,North America,8,90,884582.18,0.914777582559279,0.9442170397996674
2023-03-01,Enterprise,North America,9,88,855394.5700000001,0.877382813750878,0.9130617222541262
2023-03-01,Enterprise,North America,10,88,859178.96,0.8765494074774616,0.9171012401237348
2023-03-01,Enterprise,North America,11,88,866614.77,0.8754713174686874,0.9250383415773418
2023-03-01,Enterprise,North America,12,88,871127.92,0.8737679566031412,0.9298557494219943
2023-03-01,Enterprise,North America,13,87,868565.4,0.8648688893111112,0.9271204749573567
2023-03-01,Enterprise,North America,14,87,876126.74,0.8648688893111112,0.9351915691226482
2023-03-01,Enterprise,North America,15,87,888432.89,0.8648688893111112,0.9483273486884661
2023-03-01,Enterprise,North America,16,87,899855.21,0.8661716917046844,0.9605197141033386
2023-03-01,Enterprise,North America,17,87,900985.8,0.8648033286295874,0.9617265237894971
2023-03-01,Enterprise,North America,18,87,910460.41,0.8636082605177821,0.9718398726786374
2023-03-01,Enterprise,North America,19,85,882405.61,0.8262299832842678,0.9418937344824421
2023-03-01,Enterprise,North America,20,85,891487.12,0.8305436028700678,0.9515874822008407
2023-03-01,Enterprise,North America,21,84,886164.3,0.821808821551553,0.9459058197646989
2023-03-01,Enterprise,North America,22,84,892062.7,0.8239237032498542,0.9522018654159399
2023-03-01,Enterprise,North America,23,84,902831.55,0.8242981634042881,0.9636967065951356
2023-03-01,Enterprise,North America,24,83,902604.08,0.8177362137905858,0.9634539015116743
2023-03-01,Enterprise,North America,25,83,907316.5599999999,0.8177362137905858,0.9684840773577614
2023-03-01,Enterprise,North America,26,83,912386.57,0.8184280486997808,0.9738958863927961
2023-03-01,Enterprise,North America,27,82,900419.8,0.8083993458875669,0.9611223664182434
2023-03-01,Enterprise,North America,28,82,906548.0,0.8077472295221606,0.9676637042318769
2023-03-01,Enterprise,North America,29,82,909665.6,0.8077472295221606,0.9709914798866831
2023-03-01,Enterprise,North America,30,82,912720.54,0.8092473757581322,0.9742523712643114
2023-03-01,Enterprise,North America,31,82,927825.47,0.8130283121380125,0.990375612963552
2023-03-01,Enterprise,North America,32,82,928291.6,0.813739541993207,0.990873167513839
2023-03-01,Enterprise,North America,33,81,904204.56,0.788747803791888,0.9651622792317168
2023-03-01,Enterprise,North America,34,81,904325.04,0.788747803791888,0.9652908814933575
2023-03-01,Enterprise,North America,35,81,904066.28,0.7867970479547245,0.9650146769679413
2023-03-01,Mid-Market,APAC,0,84,169560.76,1.0,1.0
2023-03-01,Mid-Market,APAC,1,84,169953.71,1.0,1.0023174583553411
2023-03-01,Mid-Market,APAC,2,84,170576.83,0.9992787836053577,1.0059923652146876
2023-03-01,Mid-Market,APAC,3,84,171573.16,0.9992787836053577,1.0118683119844474
2023-03-01,Mid-Market,APAC,4,83,168589.23,0.9798778915593442,0.9942703134852663
2023-03-01,Mid-Market,APAC,5,83,170287.51,0.9798778915593442,1.0042860742072635
2023-03-01,Mid-Market,APAC,6,83,170839.77,0.97745020722955,1.0075430777734187
2023-03-01,Mid-Market,APAC,7,83,171140.37,0.9770064135121829,1.0093158936065159
2023-03-01,Mid-Market,APAC,8,83,172697.93,0.9772621330548411,1.0185017453330594
2023-03-01,Mid-Market,APAC,9,81,167065.97,0.9452136213590926,0.9852867491275693
2023-03-01,Mid-Market,APAC,10,81,167808.19,0.9452136213590926,0.9896640590664962
2023-03-01,Mid-Market,APAC,11,80,168035.95,0.9318689654375222,0.991007294376364
2023-03-01,Mid-Market,APAC,12,79,167082.81,0.9248375626530572,0.9853860645588047
2023-03-01,Mid-Market,APAC,13,78,166483.35,0.9196384823941577,0.9818506947008258
2023-03-01,Mid-Market,APAC,14,78,166500.03,0.9178247962559262,0.9819490665175126
2023-03-01,Mid-Market,APAC,15,78,166083.81,0.9168753430923522,0.979494371221266
2023-03-01,Mid-Market,APAC,16,76,159927.43,0.8817266447732364,0.9431865603810692
2023-03-01,Mid-Market,APAC,17,76,160325.22,0.8792951859852479,0.9455325630765042
2023-03-01,Mid-Market,APAC,18,76,160964.07,0.8792951859852479,0.9493002390411555
2023-03-01,Mid-Market,APAC,19,76,160876.56,0.8781353657532556,0.9487841408590053
2023-03-01,Mid-Market,APAC,20,76,161749.52,0.8800063764753118,0.9539325018359199
2023-03-01,Mid-Market,APAC,21,75,160752.32,0.8694959258262348,0.9480514241620526
2023-03-01,Mid-Market,APAC,22,75,162286.87,0.8703971956719231,0.9571015723213319
2023-03-01,Mid-Market,APAC,23,75,162739.08,0.8618625559357012,0.9597685219150939
2023-03-01,Mid-Market,APAC,24,75,163417.13,0.8618625559357012,0.9637673834441411
2023-03-01,Mid-Market,APAC,25,75,165370.55,0.8633312919805265,0.9752878555156275
2023-03-01,Mid-Market,APAC,26,74,163790.59,0.8481818552830265,0.9659698977522865
2023-03-01,Mid-Market,APAC,27,74,164495.12,0.8481818552830265,0.9701249274891195
2023-03-01,Mid-Market,APAC,28,74,165877.82,0.8488514087811355,0.9782795264659111
2023-03-01,Mid-Market,APAC,29,74,166946.36,0.8488514087811355,0.9845813382766153
2023-03-01,Mid-Market,APAC,30,73,165011.61,0.8361052403869857,0.9731709742277634
2023-03-01,Mid-Market,APAC,31,72,163822.85,0.8238209713143535,0.9661601540356389
2023-03-01,Mid-Market,APAC,32,72,163525.96,0.8260831102667857,0.9644092182648862
2023-03-01,Mid-Market,APAC,33,72,164466.99,0.8245042661993258,0.9699590282563016
2023-03-01,Mid-Market,APAC,34,72,166356.99,0.8245042661993258,0.9811054751111046
2023-03-01,Mid-Market,APAC,35,72,166218.68,0.8187439711876734,0.9802897793097883
2023-03-01,Mid-Market,EMEA,0,130,266514.47,1.0,1.0
2023-03-01,Mid-Market,EMEA,1,129,264324.24,0.9906509016189629,0.9917819471490611
2023-03-01,Mid-Market,EMEA,2,129,265661.15,0.989257506356034,0.9967982226255859
2023-03-01,Mid-Market,EMEA,3,128,264916.88,0.9821119281065679,0.9940056162804219
2023-03-01,Mid-Market,EMEA,4,128,267007.71,0.9771225930059259,1.0018507062674684
2023-03-01,Mid-Market,EMEA,5,128,268147.35,0.9754577303063509,1.0061267967926846
2023-03-01,Mid-Market,EMEA,6,128,268012.95,0.9716882164034096,1.0056225089767172
2023-03-01,Mid-Market,EMEA,7,128,271945.19,0.9716882164034096,1.02037682982091
2023-03-01,Mid-Market,EMEA,8,127,271129.36,0.9606757186579777,1.0173157202308754
2023-03-01,Mid-Market,EMEA,9,127,273477.77,0.9626225923117797,1.026127286822363
2023-03-01,Mid-Market,EMEA,10,126,274945.39,0.9581491016228876,1.031634004712765
2023-03-01,Mid-Market,EMEA,11,122,266635.29,0.9206853571590317,1.0004533337345625
2023-03-01,Mid-Market,EMEA,12,119,258039.19,0.894046841058949,0.9681995502908343
2023-03-01,Mid-Market,EMEA,13,118,258814.31,0.8828560790714292,0.9711079102008984
2023-03-01,Mid-Market,EMEA,14,117,259735.53,0.8768515645698338,0.9745644579823378
2023-03-01,Mid-Market,EMEA,15,117,259144.9,0.8737658409316388,0.9723483306553675
2023-03-01,Mid-Market,EMEA,16,117,259527.16,0.8722628456158498,0.973782624260514
2023-03-01,Mid-Market,EMEA,17,116,257864.89,0.8620455392159383,0.9675455520295015
2023-03-01,Mid-Market,EMEA,18,116,257868.87,0.8619926715423745,0.9675604855526232
2023-03-01,Mid-Market,EMEA,19,115,258054.07,0.8565672625580143,0.9682553821561735
2023-03-01,Mid-Market,EMEA,20,115,260882.75,0.8582647313671188,0.9788689897400319
2023-03-01,Mid-Market,EMEA,21,115,262112.22,0.8546641013525458,0.9834821351351017
2023-03-01,Mid-Market,EMEA,22,115,261134.81,0.8526364440925104,0.9798147545234599
2023-03-01,Mid-Market,EMEA,23,115,262793.22,0.8529398047318032,0.9860373434883292
2023-03-01,Mid-Market,EMEA,24,113,257151.96,0.8329619776367115,0.9648705377985669
2023-03-01,Mid-Market,EMEA,25,113,258389.7,0.8337824208944453,0.9695147134037414
2023-03-01,Mid-Market,EMEA,26,113,260523.36,0.8336733461413935,0.9775205076107125
2023-03-01,Mid-Market,EMEA,27,113,261946.8,0.8336733461413935,0.9828614558901811
2023-03-01,Mid-Market,EMEA,28,113,262017.54,0.8336733461413935,0.9831268823790319
2023-03-01,Mid-Market,EMEA,29,113,258959.27,0.8354529118062521,0.9716518206309774
2023-03-01,Mid-Market,EMEA,30,112,259909.37,0.8316361209205639,0.975216730258586
2023-03-01,Mid-Market,EMEA,31,112,261866.47,0.8330771683803886,0.982560046364462
2023-03-01,Mid-Market,EMEA,32,111,261549.85,0.8263892763496107,0.9813720433265782
2023-03-01,Mid-Market,EMEA,33,109,247521.54,0.7816898271977504,0.9287358393711233
2023-03-01,Mid-Market,EMEA,34,108,244283.08,0.7714034813944625,0.9165846792483726
2023-03-01,Mid-Market,EMEA,35,108,248915.78,0.7702830919461897,0.9339672251191465
2023-03-01,Mid-Market,LATAM,0,49,95986.09,1.0,1.0
2023-03-01,Mid-Market,LATAM,1,49,96289.17,1.0,1.0031575408478457
2023-03-01,Mid-Market,LATAM,2,49,95870.35,0.994012049037522,0.9987942002846455
2023-03-01,Mid-Market,LATAM,3,49,96982.9,0.994012049037522,1.0103849422348592
2023-03-01,Mid-Market,LATAM,4,48,94059.04,0.9614442050926338,0.9799236535210466
2023-03-01,Mid-Market,LATAM,5,48,95219.97,0.9614442050926338,0.9920184268366385
2023-03-01,Mid-Market,LATAM,6,48,94852.25,0.9576132333341217,0.9881874550781264
2023-03-01,Mid-Market,LATAM,7,48,94844.86,0.9553689498134574,0.9881104647558829
2023-03-01,Mid-Market,LATAM,8,48,95707.18,0.9531000793969211,0.9970942664713189
2023-03-01,Mid-Market,LATAM,9,48,95707.18,0.9531000793969211,0.9970942664713189
2023-03-01,Mid-Market,LATAM,10,48,96573.4,0.9531000793969211,1.0061186990740012
2023-03-01,Mid-Market,LATAM,11,48,96373.53,0.9484692000684684,1.004036418193511
2023-03-01,Mid-Market,LATAM,12,47,95240.53,0.9290878501249503,0.9922326245396599
2023-03-01,Mid-Market,LATAM,13,47,95694.69,0.9290878501249503,0.9969641434503688
2023-03-01,Mid-Market,LATAM,14,46,93193.02,0.8982919295910481,0.9709013045536078
2023-03-01,Mid-Market,LATAM,15,46,92784.51,0.8972315676156827,0.9666453753872045
2023-03-01,Mid-Market,LATAM,16,45,89729.01,0.86979550891176,0.9348126379561872
2023-03-01,Mid-Market,LATAM,17,44,88862.46,0.8553563334020585,0.9257847673553533
2023-03-01,Mid-Market,LATAM,18,44,90504.24,0.8592754429313665,0.9428891207048855
2023-03-01,Mid-Market,LATAM,19,44,90803.47,0.8583606228777524,0.9460065515742959
2023-03-01,Mid-Market,LATAM,20,43,88050.49,0.8298389902120193,0.9173255208124428
2023-03-01,Mid-Market,LATAM,21,43,88242.14,0.8298389902120193,0.9193221642844291
2023-03-01,Mid-Market,LATAM,22,42,88635.69,0.8212840006296745,0.9234222375346262
2023-03-01,Mid-Market,LATAM,23,42,88975.18,0.8194103958188108,0.9269591041785324
2023-03-01,Mid-Market,LATAM,24,42,89078.36,0.8178352717565639,0.9280340516006017
2023-03-01,Mid-Market,LATAM,25,42,89263.35,0.815790496310455,0.9299613100189831
2023-03-01,Mid-Market,LATAM,26,42,87821.26,0.8185448537387032,0.9149373622782218
2023-03-01,Mid-Market,LATAM,27,41,87299.24,0.8110950242894569,0.909498865929428
2023-03-01,Mid-Market,LATAM,28,41,87832.11,0.8099737159832221,0.9150503994901762
2023-03-01,Mid-Market,LATAM,29,41,88851.51,0.8099737159832221,0.9256706883257771
2023-03-01,Mid-Market,LATAM,30,41,88851.51,0.8099737159832221,0.9256706883257771
2023-03-01,Mid-Market,LATAM,31,41,89751.20999999999,0.8099737159832221,0.9350439214682044
2023-03-01,Mid-Market,LATAM,32,41,89044.9,0.8026152539393989,0.9276854594243812
2023-03-01,Mid-Market,LATAM,33,40,87499.66,0.7944148990754807,0.9115868768068374
2023-03-01,Mid-Market,LATAM,34,40,87790.16,0.7898630937045149,0.9146133569978734
2023-03-01,Mid-Market,LATAM,35,40,87477.24,0.7866030380026939,0.9113533012960524
2023-03-01,Mid-Market,North America,0,182,397544.93,1.0,1.0
2023-03-01,Mid-Market,North America,1,181,396977.46,0.9970287383617242,0.998572563860895
2023-03-01,Mid-Market,North America,2,181,396008.91,0.9903785214918979,0.9961362354690323
2023-03-01,Mid-Market,North America,3,181,398032.3,0.989936231861893,1.0012259494794713
2023-03-01,Mid-Market,North America,4,181,399549.32,0.9901108787879649,1.005041920670451
2023-03-01,Mid-Market,North America,5,181,401377.95,0.9856924851236312,1.0096417277916234
2023-03-01,Mid-Market,North America,6,181,405312.16,0.9867570691946694,1.0195379928502672
2023-03-01,Mid-Market,North America,7,179,402036.63,0.9730989148824009,1.0112985971170605
2023-03-01,Mid-Market,North America,8,177,399490.62,0.9621601261522817,1.0048942644042775
2023-03-01,Mid-Market,North America,9,176,400745.99,0.9533357650920111,1.0080520709948433
2023-03-01,Mid-Market,North America,10,176,402725.62,0.9542991530542221,1.0130317093969732
2023-03-01,Mid-Market,North America,11,176,403864.51,0.9486257314361926,1.015896517659023
2023-03-01,Mid-Market,North America,12,175,402206.65,0.9424577242124557,1.0117262720467848
2023-03-01,Mid-Market,North America,13,173,396445.88,0.928199411321885,0.9972354068255883
2023-03-01,Mid-Market,North America,14,173,396375.23,0.9253691148821845,0.9970576910640012
2023-03-01,Mid-Market,North America,15,172,394888.59,0.9187179672999477,0.9933181389082236
2023-03-01,Mid-Market,North America,16,170,392049.27,0.9078093889915789,0.9861760027979731
2023-03-01,Mid-Market,North America,17,170,394887.69,0.9060644289942271,0.9933158750131715
2023-03-01,Mid-Market,North America,18,166,386247.94,0.8849634681544046,0.9715831113730969
2023-03-01,Mid-Market,North America,19,165,387302.77,0.8778407763872125,0.974236471837284
2023-03-01,Mid-Market,North America,20,164,386343.28,0.8682259386379296,0.9718229333222789
2023-03-01,Mid-Market,North America,21,163,384969.76,0.8628438048499323,0.9683679276201561
2023-03-01,Mid-Market,North America,22,163,386956.04,0.8640235708703417,0.9733642936912816
2023-03-01,Mid-Market,North America,23,161,386284.32,0.8581285893898836,0.9716746230419793
2023-03-01,Mid-Market,North America,24,160,385738.65,0.8557413623662614,0.9703020234719131
2023-03-01,Mid-Market,North America,25,159,384700.03,0.8505249708504646,0.9676894382730526
2023-03-01,Mid-Market,North America,26,159,386202.14,0.8491017858031795,0.9714679042693364
2023-03-01,Mid-Market,North America,27,158,382810.84,0.8399243577323449,0.9629372961692658
2023-03-01,Mid-Market,North America,28,158,383067.96,0.8384024668607899,0.9635840658312509
2023-03-01,Mid-Market,North America,29,158,383855.88,0.8392839772852846,0.9655660304861642
2023-03-01,Mid-Market,North America,30,156,378618.43,0.8249670798216443,0.9523915447745743
2023-03-01,Mid-Market,North America,31,156,378941.04,0.8252362820977241,0.9532030505331812
2023-03-01,Mid-Market,North America,32,156,380476.17,0.825562433911558,0.9570645763234862
2023-03-01,Mid-Market,North America,33,154,377027.24,0.8143289363544393,0.9483890034769151
2023-03-01,Mid-Market,North America,34,153,376914.07,0.8113858727867566,0.9481043312513129
2023-03-01,Mid-Market,North America,35,152,374939.94,0.8046309130391878,0.9431385277633901
2023-03-01,SMB,APAC,0,172,106469.7,1.0,1.0
2023-03-01,SMB,APAC,1,170,103521.86,0.9723128739913798,0.9723128739913798
2023-03-01,SMB,APAC,2,169,102415.58,0.9567503242706611,0.9619223121695657
2023-03-01,SMB,APAC,3,167,100943.05,0.939131978393853,0.9480918045227892
2023-03-01,SMB,APAC,4,167,101007.56,0.9375595122368148,0.94869770460516
2023-03-01,SMB,APAC,5,167,101658.05,0.9362932364794867,0.9548073301605997
2023-03-01,SMB,APAC,6,165,100200.24,0.9231588893365906,0.9411150778108702
2023-03-01,SMB,APAC,7,164,100335.39,0.9178014965760212,0.9423844530415696
2023-03-01,SMB,APAC,8,163,99496.9,0.9051160095313502,0.9345090668988454
2023-03-01,SMB,APAC,9,160,99309.8,0.8946195020742991,0.9327517594207554
2023-03-01,SMB,APAC,10,159,98158.75,0.8847965195731744,0.9219407023782353
2023-03-01,SMB,APAC,11,157,96938.97,0.8647883858036606,0.910484109563566
2023-03-01,SMB,APAC,12,155,96002.23,0.8539298974262162,0.9016859256671147
2023-03-01,SMB,APAC,13,154,95495.79,0.8486310189659594,0.8969292671999639
2023-03-01,SMB,APAC,14,153,95219.39,0.8454696500506717,0.8943332234429138
2023-03-01,SMB,APAC,15,151,93448.71,0.8268633235559038,0.8777023885668881
2023-03-01,SMB,APAC,16,150,92933.14,0.8220139626579206,0.8728599780031314
2023-03-01,SMB,APAC,17,150,93143.08,0.8206550783931954,0.8748318066078894
2023-03-01,SMB,APAC,18,149,92834.64,0.8161196096166327,0.871934832163517
2023-03-01,SMB,APAC,19,149,92355.27,0.8124516176902912,0.8674324244362481
2023-03-01,SMB,APAC,20,146,90503.47,0.7910749255421965,0.8500396826514962
2023-03-01,SMB,APAC,21,144,88796.19,0.7753734630603825,0.8340043223565015
2023-03-01,SMB,APAC,22,141,87231.5,0.7599592184443086,0.8193082163282136
2023-03-01,SMB,APAC,23,137,84627.61,0.7350468724904833,0.7948515868834044
2023-03-01,SMB,APAC,24,137,84384.8,0.7321435112524972,0.7925710319461782
2023-03-01,SMB,APAC,25,135,83176.86,0.7216387385331227,0.7812256444791336
2023-03-01,SMB,APAC,26,134,83168.77,0.7168823618362783,0.781149660419819
